Sample,TemperatureC,SalinityPPT,AlgaePercent,ReefCode,ReefType,Site,Acreage,Latitude,Longitude,ReefShape,SuitableReference,Date,Restoration,TimeSinceConstruct,BuildDate,Species,Species_count,PlantingSeason
2,25,30,0,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
3,25,30,0,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
2,24,28,0,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,9/13/17,Restored,7,2010,Mud Snail,0,Fall
1,25,30,0,BV2,Shell,Brownsville,0.27,37.45272897,-75.81775388,Patch,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
3,16,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/10/16,Restored,6,2010,Mud Snail,0,Fall
1,16,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/10/16,Restored,6,2010,Mud Snail,0,Fall
3,25,30,0,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
2,16,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/10/16,Restored,6,2010,Mud Snail,0,Fall
2,25,30,0,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
1,25,30,0,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
3,16,30,10,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,3/10/16,Restored,6,2010,Mud Snail,0,Fall
2,16,30,10,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,3/10/16,Restored,6,2010,Mud Snail,0,Fall
1,16,30,10,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,3/10/16,Restored,6,2010,Mud Snail,0,Fall
2,27,30,0,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,6/14/18,Restored,8,2010,Mud Snail,0,Fall
1,27,30,0,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,6/14/18,Restored,8,2010,Mud Snail,0,Fall
3,27,30,0,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,6/14/18,Restored,8,2010,Mud Snail,0,Fall
3,27,30,0,BV5,Shell,Brownsville,0.91,37.45144872,-75.8151939,Patch,BV1_R,6/14/18,Restored,8,2010,Mud Snail,0,Fall
2,27,30,0,BV5,Shell,Brownsville,0.91,37.45144872,-75.8151939,Patch,BV1_R,6/14/18,Restored,8,2010,Mud Snail,0,Fall
1,27,30,0,BV5,Shell,Brownsville,0.91,37.45144872,-75.8151939,Patch,BV1_R,6/14/18,Restored,8,2010,Mud Snail,0,Fall
1,24,28,0,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,9/13/17,Restored,7,2010,Mud Snail,0,Fall
2,24,28,0,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,9/13/17,Restored,7,2010,Mud Snail,0,Fall
1,25,30,0,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
3,24,28,0,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,9/13/17,Restored,7,2010,Mud Snail,0,Fall
2,25,30,0,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
3,25,30,0,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,8/24/18,Restored,8,2010,Mud Snail,0,Fall
3,28,31,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,6/20/16,Restored,11,2005,Mud Snail,0,Summer
1,28,31,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,6/20/16,Restored,11,2005,Mud Snail,0,Summer
2,28,31,10,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,6/20/16,Restored,11,2005,Mud Snail,0,Summer
3,15,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,4/30/18,Restored,13,2005,Mud Snail,0,Summer
2,15,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,4/30/18,Restored,13,2005,Mud Snail,0,Summer
1,15,30,20,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,4/30/18,Restored,13,2005,Mud Snail,32,Summer
3,14,29,1,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/5/18,Restored,13,2005,Mud Snail,0,Summer
1,14,29,1,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/5/18,Restored,13,2005,Mud Snail,0,Summer
3,15,30,30,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,4/30/18,Restored,13,2005,Mud Snail,4,Summer
1,30,32,5,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,7/28/16,Restored,11,2005,Mud Snail,0,Summer
2,30,32,5,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,7/28/16,Restored,11,2005,Mud Snail,0,Summer
1,15,30,30,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,4/30/18,Restored,13,2005,Mud Snail,8,Summer
3,30,32,5,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,7/28/16,Restored,11,2005,Mud Snail,0,Summer
2,14,29,1,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/5/18,Restored,13,2005,Mud Snail,0,Summer
2,15,30,30,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,4/30/18,Restored,13,2005,Mud Snail,0,Summer
2,16,30,0,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/23/18,Restored,6,2012,Mud Snail,0,Spring
3,25,33,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
1,16,30,0,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/23/18,Restored,6,2012,Mud Snail,0,Spring
2,25,33,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
3,16,30,0,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/23/18,Restored,6,2012,Mud Snail,0,Spring
3,26,30,0,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,9/7/17,Reference,NA,NA,Mud Snail,0,
1,17,34,5,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,4/7/16,Reference,NA,NA,Mud Snail,0,
1,26,30,0,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,9/7/17,Reference,NA,NA,Mud Snail,0,
2,26,30,0,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,9/7/17,Reference,NA,NA,Mud Snail,0,
3,17,34,5,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,4/7/16,Reference,NA,NA,Mud Snail,0,
1,34,30,0,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,8/10/18,Reference,NA,NA,Mud Snail,0,
2,34,30,0,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,8/10/18,Reference,NA,NA,Mud Snail,0,
2,17,34,5,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,4/7/16,Reference,NA,NA,Mud Snail,0,
3,34,30,0,TC1_R,Reference,Tom's Cove,0.349,37.8904671,-75.35077546,Patch,Reference,8/10/18,Reference,NA,NA,Mud Snail,0,
1,25,NA,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,8/29/19,Restored,7,2012,Mud Snail,0,Spring
2,25,NA,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,8/29/19,Restored,7,2012,Mud Snail,0,Spring
3,25,33,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
1,25,33,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
2,25,33,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
3,25,NA,5,BT7_W,Whelk,Boxtree,0.544,37.38573622,-75.86595189,Fringe,BT1_R,8/29/19,Restored,7,2012,Mud Snail,0,Spring
3,25,NA,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,8/29/19,Restored,7,2012,Mud Snail,0,Spring
2,25,NA,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,8/29/19,Restored,7,2012,Mud Snail,0,Spring
3,25,33,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
1,25,33,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
1,25,NA,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,8/29/19,Restored,7,2012,Mud Snail,0,Spring
2,25,33,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,6/15/16,Restored,4,2012,Mud Snail,0,Spring
3,28,31,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,6/20/16,Restored,13,2003,Mud Snail,0,Summer
2,28,31,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,6/20/16,Restored,13,2003,Mud Snail,0,Summer
1,28,33,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,6/21/18,Restored,15,2003,Mud Snail,0,Summer
1,28,31,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,6/20/16,Restored,13,2003,Mud Snail,0,Summer
3,28,33,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,6/21/18,Restored,15,2003,Mud Snail,0,Summer
2,28,33,5,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,6/21/18,Restored,15,2003,Mud Snail,0,Summer
2,28,33,0,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,6/21/18,Restored,15,2003,Mud Snail,0,Summer
1,28,33,0,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,6/21/18,Restored,15,2003,Mud Snail,0,Summer
1,28,31,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,6/20/16,Restored,13,2003,Mud Snail,0,Summer
3,28,31,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,6/20/16,Restored,13,2003,Mud Snail,0,Summer
2,28,31,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,6/20/16,Restored,13,2003,Mud Snail,0,Summer
3,28,33,0,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,6/21/18,Restored,15,2003,Mud Snail,0,Summer
1,23,NA,NA,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,9/9/19,Restored,9,2010,Mud Snail,0,Spring
2,29,30,85,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,8/22/18,Restored,8,2010,Mud Snail,4,Spring
2,27,32,80,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,6/30/16,Restored,6,2010,Mud Snail,0,Spring
3,29,30,85,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,8/22/18,Restored,8,2010,Mud Snail,0,Spring
1,29,30,85,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,8/22/18,Restored,8,2010,Mud Snail,0,Spring
3,27,32,80,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,6/30/16,Restored,6,2010,Mud Snail,0,Spring
2,23,NA,NA,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,9/9/19,Restored,9,2010,Mud Snail,0,Spring
3,23,NA,NA,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,9/9/19,Restored,9,2010,Mud Snail,0,Spring
1,27,32,80,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,6/30/16,Restored,6,2010,Mud Snail,0,Spring
1,27,32,80,BR2_W,Whelk,Black Rocks,0.6,37.59988795,-75.63547236,Fringe,No reference,6/30/16,Restored,7,2009,Mud Snail,4,Spring
2,27,32,80,BR2_W,Whelk,Black Rocks,0.6,37.59988795,-75.63547236,Fringe,No reference,6/30/16,Restored,7,2009,Mud Snail,0,Spring
3,27,32,80,BR2_W,Whelk,Black Rocks,0.6,37.59988795,-75.63547236,Fringe,No reference,6/30/16,Restored,7,2009,Mud Snail,0,Spring
3,29,30,85,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,8/22/18,Restored,9,2009,Mud Snail,0,Spring
1,15,33,85,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,4/26/18,Restored,9,2009,Mud Snail,0,Spring
2,27,32,45,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,6/30/16,Restored,7,2009,Mud Snail,0,Spring
2,15,33,85,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,4/26/18,Restored,9,2009,Mud Snail,0,Spring
3,27,32,45,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,6/30/16,Restored,7,2009,Mud Snail,0,Spring
2,29,30,85,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,8/22/18,Restored,9,2009,Mud Snail,0,Spring
3,15,33,85,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,4/26/18,Restored,9,2009,Mud Snail,4,Spring
1,27,32,45,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,6/30/16,Restored,7,2009,Mud Snail,0,Spring
1,29,30,85,BR1_W,Whelk,Black Rocks,0.22,37.6011963,-75.637968,Fringe,No reference,8/22/18,Restored,9,2009,Mud Snail,0,Spring
2,30,31,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,7/19/16,Reference,NA,NA,Mud Snail,0,
3,30,31,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,7/19/16,Reference,NA,NA,Mud Snail,0,
1,30,31,5,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,7/19/16,Reference,NA,NA,Mud Snail,0,
3,21,30,25,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,5/11/18,Reference,NA,NA,Mud Snail,0,
1,21,30,25,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,5/11/18,Reference,NA,NA,Mud Snail,0,
2,21,30,25,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,5/11/18,Reference,NA,NA,Mud Snail,0,
2,30,31,0,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,7/21/16,Restored,8,2008,Mud Snail,0,Summer
1,30,31,0,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,7/21/16,Restored,8,2008,Mud Snail,0,Summer
3,30,31,0,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,7/21/16,Restored,8,2008,Mud Snail,0,Summer
1,30,32,5,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,7/28/16,Restored,10,2006,Mud Snail,0,Summer
2,30,32,5,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,7/28/16,Restored,10,2006,Mud Snail,0,Summer
3,30,32,5,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,7/28/16,Restored,10,2006,Mud Snail,0,Summer
1,30,31,20,PA2,Shell,Parramore,2.58,37.54189743,-75.65195452,Patch,No reference,7/25/16,Restored,6,2010,Mud Snail,0,Fall
2,30,31,20,PA2,Shell,Parramore,2.58,37.54189743,-75.65195452,Patch,No reference,7/25/16,Restored,6,2010,Mud Snail,0,Fall
2,26,NA,85,PA2,Shell,Parramore,2.58,37.54189743,-75.65195452,Patch,No reference,6/27/19,Restored,9,2010,Mud Snail,0,Fall
1,26,NA,85,PA2,Shell,Parramore,2.58,37.54189743,-75.65195452,Patch,No reference,6/27/19,Restored,9,2010,Mud Snail,0,Fall
3,26,NA,85,PA2,Shell,Parramore,2.58,37.54189743,-75.65195452,Patch,No reference,6/27/19,Restored,9,2010,Mud Snail,0,Fall
3,30,31,20,PA2,Shell,Parramore,2.58,37.54189743,-75.65195452,Patch,No reference,7/25/16,Restored,6,2010,Mud Snail,0,Fall
3,34,30,80,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,8/10/18,Restored,2,2016,Mud Snail,4,Spring
2,34,30,80,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
1,28,33,50,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
3,28,33,50,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
2,27,31,0,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
6,28,33,50,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
1,34,30,80,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
3,27,31,0,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
5,28,33,50,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
2,28,33,50,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
4,28,33,50,TC3,Shell,Tom's Cove,0.96,37.8904531,-75.34656941,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
1,34,30,0,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
2,34,30,0,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
3,26,30,70,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,9/7/17,Restored,1,2016,Mud Snail,0,Spring
6,26,30,70,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,9/7/17,Restored,1,2016,Mud Snail,20,Spring
3,34,30,0,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
2,26,30,70,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,9/7/17,Restored,1,2016,Mud Snail,0,Spring
2,27,31,5,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
5,26,30,70,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,9/7/17,Restored,1,2016,Mud Snail,28,Spring
4,26,30,70,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,9/7/17,Restored,1,2016,Mud Snail,0,Spring
3,27,31,5,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
1,27,31,5,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
1,26,30,70,TC2,Shell,Tom's Cove,0.68,37.89111916,-75.34940027,Fringe,TC1_R,9/7/17,Restored,1,2016,Mud Snail,4,Spring
6,28,33,35,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
3,34,30,0,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
4,28,33,35,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
3,27,31,0,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
2,28,33,35,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
5,28,33,35,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
1,34,30,0,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
2,27,31,0,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
2,34,30,0,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,8/10/18,Restored,2,2016,Mud Snail,0,Spring
1,27,31,0,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,8/10/16,Restored,0,2016,Mud Snail,0,Spring
3,28,33,35,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
1,28,33,35,TC4,Shell,Tom's Cove,0.9,37.88965452,-75.34814616,Patch,TC1_R,6/19/17,Restored,1,2016,Mud Snail,0,Spring
2,30,30,0,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,8/12/16,Reference,NA,NA,Mud Snail,0,
1,28,30,0,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,8/21/18,Reference,NA,NA,Mud Snail,0,
3,30,30,0,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,8/12/16,Reference,NA,NA,Mud Snail,0,
1,30,30,0,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,8/12/16,Reference,NA,NA,Mud Snail,0,
2,28,30,0,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,8/21/18,Reference,NA,NA,Mud Snail,0,
3,28,30,0,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,8/21/18,Reference,NA,NA,Mud Snail,0,
2,30,30,0,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,8/12/16,Restored,6,2010,Mud Snail,0,Summer
1,30,30,0,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,6/28/18,Restored,8,2010,Mud Snail,0,Summer
2,30,30,0,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,6/28/18,Restored,8,2010,Mud Snail,4,Summer
3,30,30,0,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,8/12/16,Restored,6,2010,Mud Snail,0,Summer
3,30,30,0,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,6/28/18,Restored,8,2010,Mud Snail,4,Summer
1,30,30,0,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,8/12/16,Restored,6,2010,Mud Snail,0,Summer
2,30,30,0,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,8/12/16,Restored,6,2010,Mud Snail,0,Summer
1,28,30,0,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,8/21/18,Restored,8,2010,Mud Snail,0,Summer
1,30,30,0,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,8/12/16,Restored,6,2010,Mud Snail,0,Summer
2,28,30,0,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,8/21/18,Restored,8,2010,Mud Snail,0,Summer
3,30,30,0,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,8/12/16,Restored,6,2010,Mud Snail,0,Summer
3,28,30,0,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,8/21/18,Restored,8,2010,Mud Snail,0,Summer
2,32,30,0,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,8/6/18,Restored,8,2009,Mud Snail,0,Summer
3,32,30,0,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,8/6/18,Restored,8,2009,Mud Snail,0,Summer
1,30,30,0,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,8/21/17,Restored,7,2009,Mud Snail,0,Summer
2,30,30,0,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,8/21/17,Restored,7,2009,Mud Snail,0,Summer
3,30,30,0,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,8/21/17,Restored,7,2009,Mud Snail,0,Summer
3,12,32,NA,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/8/16,Restored,6,2009,Mud Snail,0,Summer
1,32,30,0,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,8/6/18,Restored,8,2009,Mud Snail,0,Summer
1,12,32,NA,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/8/16,Restored,6,2009,Mud Snail,0,Summer
